curso,modulo_num,modulo,video_num,video_titulo,youtube_url,youtube_id,duracion_seg
📚 ELECTROACUPUNTURA – FORMACIÓN PROFESIONAL,1,🎥 MÓDULO 1: CLASES VIRTUALES – ZOOM,4,📚 ELECTROACUPUNTURA – ZOOM 4,https://www.youtube.com/watch?v=ryrYsSGLcRM,ryrYsSGLcRM,0
📚 ELECTROACUPUNTURA – FORMACIÓN PROFESIONAL,2,🏥 MÓDULO 2: CLASES PRESENCIALES Y PRÁCTICAS,1,🪡 ⚡ ELECTROACUPUNTURA – CLASE PRESENCIAL 1,https://www.youtube.com/watch?v=_IPVzvgL_3A,_IPVzvgL_3A,0
📚 ELECTROACUPUNTURA – FORMACIÓN PROFESIONAL,2,🏥 MÓDULO 2: CLASES PRESENCIALES Y PRÁCTICAS,2,🪡 ⚡ ELECTROACUPUNTURA – CLASE PRESENCIAL 2,https://www.youtube.com/watch?v=rtKw3rledkY,rtKw3rledkY,0
📚 ELECTROACUPUNTURA – FORMACIÓN PROFESIONAL,2,🏥 MÓDULO 2: CLASES PRESENCIALES Y PRÁCTICAS,3,🪡 ⚡ ELECTROACUPUNTURA – CLASE PRESENCIAL 3,https://www.youtube.com/watch?v=rterdH97h9Q,rterdH97h9Q,0
📚 ELECTROACUPUNTURA – FORMACIÓN PROFESIONAL,2,🏥 MÓDULO 2: CLASES PRESENCIALES Y PRÁCTICAS,4,🪡 ⚡ ELECTROACUPUNTURA – CLASE PRESENCIAL 4,https://www.youtube.com/watch?v=o27tF0BW29w,o27tF0BW29w,0
📚 ELECTROACUPUNTURA – FORMACIÓN PROFESIONAL,2,🏥 MÓDULO 2: CLASES PRESENCIALES Y PRÁCTICAS,5,🪡 ⚡ ELECTROACUPUNTURA – CLASE PRESENCIAL 5,https://www.youtube.com/watch?v=o27tF0BW29w,o27tF0BW29w,0
📚 ELECTROACUPUNTURA – FORMACIÓN PROFESIONAL,2,🏥 MÓDULO 2: CLASES PRESENCIALES Y PRÁCTICAS,6,🪡 ⚡ ELECTROACUPUNTURA – CLASE PRESENCIAL 6,https://www.youtube.com/watch?v=uBfDcXENpmU,uBfDcXENpmU,0
📚 ELECTROACUPUNTURA – FORMACIÓN PROFESIONAL,2,🏥 MÓDULO 2: CLASES PRESENCIALES Y PRÁCTICAS,7,🪡 ⚡ ELECTROACUPUNTURA – CLASE PRESENCIAL 7,https://www.youtube.com/watch?v=sU2a5ABAZh8,sU2a5ABAZh8,0
📚Seminario Internacional de Auriculoterapia,1,🌿 Modulo 1 -  MES 1,1,📚​👂🏼​Acupuntura Auricular,https://www.youtube.com/watch?v=XogWrnrA7es,XogWrnrA7es,6639
🥗 Curso de Dietética,1,📦 Módulo 1 – Dietética y Fundamentos Nutricionales + Materiales de apoyo,1,📹 Video 1,https://youtu.be/Ba7qdh-RDoI,Ba7qdh-RDoI,1366
🥗 Curso de Dietética,1,📦 Módulo 1 – Dietética y Fundamentos Nutricionales + Materiales de apoyo,2,📹 Video 2,https://youtu.be/-mFOoB4SAmI,-mFOoB4SAmI,0
🥗 Curso de Dietética,1,📦 Módulo 1 – Dietética y Fundamentos Nutricionales + Materiales de apoyo,3,📹 Video 3,https://youtu.be/jf5KZALNw0Y,jf5KZALNw0Y,0
🥗 Curso de Dietética,1,📦 Módulo 1 – Dietética y Fundamentos Nutricionales + Materiales de apoyo,4,📹 Video 4,https://youtu.be/MIZErjh5X9w,MIZErjh5X9w,0
🥗 Curso de Dietética,1,📦 Módulo 1 – Dietética y Fundamentos Nutricionales + Materiales de apoyo,5,📹 Video 5,https://youtu.be/3pwyzzw1MIk,3pwyzzw1MIk,0
🥗 Curso de Dietética,1,📦 Módulo 1 – Dietética y Fundamentos Nutricionales + Materiales de apoyo,6,📹 Video 6,https://youtu.be/I-JaRGaUsQM,I-JaRGaUsQM,0
🥗 Curso de Dietética,1,📦 Módulo 1 – Dietética y Fundamentos Nutricionales + Materiales de apoyo,7,📹 Video 7,https://youtu.be/8uF3iDDHSxU,8uF3iDDHSxU,0
🥗 Curso de Dietética,2,📦 Módulo 2 – Alimentación Saludable y Aplicación Práctica,1,📹 Video 1,https://youtu.be/lteGhH56DGo,lteGhH56DGo,0
🥗 Curso de Dietética,2,📦 Módulo 2 – Alimentación Saludable y Aplicación Práctica,2,📹 Video 2,https://youtu.be/_3cBleC9Xc8,_3cBleC9Xc8,0
🥗 Curso de Dietética,2,📦 Módulo 2 – Alimentación Saludable y Aplicación Práctica,3,📹 Video 3,https://youtu.be/X5qSPje3J-M,X5qSPje3J-M,0
🥗 Curso de Dietética,2,📦 Módulo 2 – Alimentación Saludable y Aplicación Práctica,4,📹 Video 4,https://youtu.be/OHplS4QthDo,OHplS4QthDo,0
🥗 Curso de Dietética,2,📦 Módulo 2 – Alimentación Saludable y Aplicación Práctica,5,📹 Video 5,https://youtu.be/eWwrusFtZNY,eWwrusFtZNY,0
🥗 Curso de Dietética,3,📦 Módulo 3 – Evaluación Nutricional y Planificación Alimentaria,1,📹 Video 1,https://youtu.be/wyOIDT-TBVM,wyOIDT-TBVM,0
🥗 Curso de Dietética,3,📦 Módulo 3 – Evaluación Nutricional y Planificación Alimentaria,2,📹 Video 2,https://youtu.be/6_So1mgmnyM,6_So1mgmnyM,0
🥗 Curso de Dietética,3,📦 Módulo 3 – Evaluación Nutricional y Planificación Alimentaria,3,📹 Video 3,https://youtu.be/EfpOkp8zSY0,EfpOkp8zSY0,0
🥗 Curso de Dietética,3,📦 Módulo 3 – Evaluación Nutricional y Planificación Alimentaria,4,📹 Video 4,https://youtu.be/wT1VYzceELo,wT1VYzceELo,0
🥗 Curso de Dietética,3,📦 Módulo 3 – Evaluación Nutricional y Planificación Alimentaria,5,📹 Video 5,https://youtu.be/89la2K5bQMs,89la2K5bQMs,0
🥗 Curso de Dietética,4,📦 Módulo 4 – Integración de Conocimientos y Casos Aplicados,1,📹 Video 1,https://youtu.be/aTIVZwDRhMk,aTIVZwDRhMk,0
🥗 Curso de Dietética,4,📦 Módulo 4 – Integración de Conocimientos y Casos Aplicados,2,📹 Video 2,https://youtu.be/ZvJDFqyRn1c,ZvJDFqyRn1c,0
🥗 Curso de Dietética,4,📦 Módulo 4 – Integración de Conocimientos y Casos Aplicados,3,📹 Video 3,https://youtu.be/F5hPJJvR5c0,F5hPJJvR5c0,0
🥗 Curso de Dietética,4,📦 Módulo 4 – Integración de Conocimientos y Casos Aplicados,4,📹 Video 4,https://youtu.be/7ahOwlgGtNY,7ahOwlgGtNY,0
🥗 Curso de Dietética,4,📦 Módulo 4 – Integración de Conocimientos y Casos Aplicados,5,📹 Video 5,https://youtu.be/uBkElsoYtdY,uBkElsoYtdY,0
🥗 Curso de Dietética,4,📦 Módulo 4 – Integración de Conocimientos y Casos Aplicados,6,🎬 Video Extra (Short),https://www.youtube.com/shorts/YT1M8K1j-9U,"",0
🥗 Curso de Dietética,5,💻 Clase Complementaria – Sesión en Vivo (Zoom),1,🎥 Grabación de la sesión,https://www.youtube.com/watch?v=m9nNuUoDdm0,m9nNuUoDdm0,0
🧠 Curso de Craneopuntura,1,📘 Módulo 1 — Fundamentos de la Craneopuntura (Teórico),1,🎥 Clase virtual 1,https://youtu.be/fGQwfJlFWOg,fGQwfJlFWOg,3170
🧠 Curso de Craneopuntura,1,📘 Módulo 1 — Fundamentos de la Craneopuntura (Teórico),2,🎥 Clase virtual 2,https://youtu.be/YuDc0yuPbKc,YuDc0yuPbKc,3895
🧠 Curso de Craneopuntura,1,📘 Módulo 1 — Fundamentos de la Craneopuntura (Teórico),3,🎥 Clase virtual 3,https://youtu.be/Nk6aF2DroWk,Nk6aF2DroWk,3735
🧠 Curso de Craneopuntura,1,📘 Módulo 1 — Fundamentos de la Craneopuntura (Teórico),4,🎥 Clase virtual 4,https://youtu.be/d65CNkBcLBM,d65CNkBcLBM,4012
🧠 Curso de Craneopuntura,1,📘 Módulo 1 — Fundamentos de la Craneopuntura (Teórico),5,🎥 Clase especial - Aplicación Clínica: Hemiplejia  ,https://youtu.be/_fKBZ5eKn3o,_fKBZ5eKn3o,0
🧠 Curso de Craneopuntura,2,🏥 Módulo 1 — Fundamentos de la Craneopuntura (PRACTICAS) ,1,🎥 Clase presencial 1,https://www.youtube.com/watch?v=8igQUN2RgBg,8igQUN2RgBg,0
🧠 Curso de Craneopuntura,2,🏥 Módulo 1 — Fundamentos de la Craneopuntura (PRACTICAS) ,2,🎥 Clase presencial 2,https://www.youtube.com/watch?v=jvma6EBqd9s,jvma6EBqd9s,0
🧠 Curso de Craneopuntura,2,🏥 Módulo 1 — Fundamentos de la Craneopuntura (PRACTICAS) ,3,🎥 Clase presencial 3,https://www.youtube.com/watch?v=xTnZOL6NQg0,xTnZOL6NQg0,0
🧠 Curso de Craneopuntura,2,🏥 Módulo 1 — Fundamentos de la Craneopuntura (PRACTICAS) ,4,🎥 Clase presencial 4,https://www.youtube.com/watch?v=QNW4KifH_DE,QNW4KifH_DE,0
🧠 Curso de Craneopuntura,3,🧠 Craneopuntura — Parte II,1,🎥 Video 1 ,https://www.youtube.com/live/QrwpWdnRAPI?feature=share,"",0
🧠 Curso de Craneopuntura,3,🧠 Craneopuntura — Parte II,2,🎥 Video 2,https://www.youtube.com/watch?v=HBTJTqD040w,HBTJTqD040w,0
🧠 Curso de Craneopuntura,3,🧠 Craneopuntura — Parte II,3,🎥 VIDEO 3,https://www.youtube.com/watch?v=r7oN6ke1vJc,r7oN6ke1vJc,0
🧠 Curso de Craneopuntura,3,🧠 Craneopuntura — Parte II,4,🎥VIDEO 4,https://www.youtube.com/watch?v=7kirHpvuhCE,7kirHpvuhCE,0
🧠 Curso de Craneopuntura,3,🧠 Craneopuntura — Parte II,5,🎥 Video 5,https://www.youtube.com/watch?v=biGBQLBkvW4,biGBQLBkvW4,0
🧠 Curso de Craneopuntura,3,🧠 Craneopuntura — Parte II,6,🎥 Video 6,https://www.youtube.com/watch?v=JSLw4_j-ZyM,JSLw4_j-ZyM,0
🧠 Curso de Craneopuntura,3,🧠 Craneopuntura — Parte II,7,🎥 VIDEO 7,https://www.youtube.com/watch?v=nD8U86sLijw,nD8U86sLijw,0
🧠 Curso de Craneopuntura,3,🧠 Craneopuntura — Parte II,8,🎥 VIDEO 8,https://www.youtube.com/watch?v=joSlp6W1AIk,joSlp6W1AIk,0
🧠 Curso de Craneopuntura,3,🧠 Craneopuntura — Parte II,9,🎥 Video 9,https://www.youtube.com/watch?v=Ee78f3lEVIk,Ee78f3lEVIk,0
🧠 Curso de Craneopuntura,3,🧠 Craneopuntura — Parte II,10,🎥 Video 10,https://www.youtube.com/watch?v=6xEIA-Y569Q,6xEIA-Y569Q,0
🧠 Curso de Craneopuntura,3,🧠 Craneopuntura — Parte II,11,🎥 Video 11,https://www.youtube.com/watch?v=qGTFrZH2z54,qGTFrZH2z54,0
